scenario,seed,method,name,num_users,num_tx_antennas,snr_db,p_max,channel,pathloss_db_low,pathloss_db_high,notes,noise_var,load_ratio,mean_power,power_utilization,power_violation_ratio,mean_wsr,std_wsr,p10_wsr,p50_wsr,p90_wsr,mean_user_rate,mean_min_user_rate,mean_jain_fairness,gap_to_reference,relative_wsr_percent,mean_abs_wsr_gap,p90_abs_wsr_gap,win_rate_vs_reference,runtime_ms_per_sample
fully_loaded_snr10,0,MRT,fully_loaded_snr10,4,4,10.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=10 dB.",0.1,1.0,1.0,1.0,0.0,3.3717108368873596,0.4426692590023717,2.8963932514190676,3.2970319986343384,3.9647545337677004,0.8429277185350657,0.6787999346852303,0.9655418657573669,0.32554901398960784,67.44509860103922,1.6274824142456055,2.278498649597168,0.0,2.3885313712526113
fully_loaded_snr10,0,ZF,fully_loaded_snr10,4,4,10.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=10 dB.",0.1,1.0,1.0,1.0,0.0,1.9532679319381714,0.9203041523600579,0.7265785813331604,1.9485617280006409,3.0619930267333983,0.48831699090078473,0.4883163832128048,0.9999999999974274,0.6092833669144458,39.07166330855542,3.0459251403808594,3.954573154449463,0.0,0.29332275153137743
fully_loaded_snr10,0,RZF,fully_loaded_snr10,4,4,10.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=10 dB.",0.1,1.0,1.0,1.0,0.125,3.795898675918579,0.5426807978470066,3.1607165336608887,3.6949987411499023,4.560449028015137,0.948974659666419,0.6367664411664009,0.9477498509679445,0.2406977425175037,75.93022574824963,1.2032945156097412,1.6243932247161865,0.0,0.05026889266446233
fully_loaded_snr10,0,WMMSE-1,fully_loaded_snr10,4,4,10.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=10 dB.",0.1,1.0,1.0,1.0,0.0,4.563034862279892,0.6728963311442456,3.820733666419983,4.445310831069946,5.515032815933227,1.140758709050715,0.46123941615223885,0.8559757207298356,0.08724571416362427,91.27542858363758,0.43615832924842834,0.7138383984565735,0.0,0.6280026282183826
fully_loaded_snr10,0,WMMSE-2,fully_loaded_snr10,4,4,10.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=10 dB.",0.1,1.0,1.0,1.0,0.0,4.821676969528198,0.7296783858398663,4.140362691879273,4.59791898727417,5.820373249053955,1.20541923888959,0.2729498529806733,0.7789205711588224,0.035508926496852174,96.44910735031478,0.17751622200012207,0.2917736768722534,0.0,1.1973032669629902
fully_loaded_snr10,0,WMMSE-ref-3,fully_loaded_snr10,4,4,10.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=10 dB.",0.1,1.0,1.0,1.0,0.0,4.99919319152832,0.7271126275262738,4.297484397888184,4.770798206329346,5.946352291107178,1.249798280390678,0.14833817339967936,0.7227334514218927,0.0,100.0,0.0,0.0,0.0,20.26018948527053
fully_loaded_snr20,0,MRT,fully_loaded_snr20,4,4,20.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=20 dB.",0.01,1.0,1.0,1.0,0.0,4.9542407393455505,1.128098757687247,3.947794771194458,4.681096076965332,6.08228530883789,1.2385602239519358,0.9575400799512863,0.9434868601756226,0.5521664363231099,44.78335636768901,6.108442306518555,8.778975486755371,0.0,0.01795639400370419
fully_loaded_snr20,0,ZF,fully_loaded_snr20,4,4,20.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=20 dB.",0.01,1.0,1.0,1.0,0.0,8.911263227462769,2.7431460640014578,4.910370826721191,9.262856006622314,11.987910270690918,2.2278157956898212,2.2278140038251877,0.9999999999987919,0.1944754787559793,80.55245212440207,2.1514201164245605,3.6384658813476562,0.0,0.09499525185674429
fully_loaded_snr20,0,RZF,fully_loaded_snr20,4,4,20.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=20 dB.",0.01,1.0,1.0,1.0,0.25,9.890110790729523,2.1346781820126672,6.972808599472046,9.90030288696289,12.435883808135987,2.4725276976823807,2.3343792110681534,0.9970299951753857,0.10599355313901716,89.40064468609829,1.172572374343872,1.7345317602157593,0.0,0.05152926314622164
fully_loaded_snr20,0,WMMSE-1,fully_loaded_snr20,4,4,20.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=20 dB.",0.01,1.0,0.9999998807907104,0.9999998807907104,0.0,10.524541556835175,1.941589102162445,7.9256809711456295,10.405861854553223,12.960631179809571,2.631135407835245,2.2731451988220215,0.9867107551422137,0.04864473161527385,95.13552683847261,0.538141667842865,0.7824159264564514,0.0,0.7221043924801052
fully_loaded_snr20,0,WMMSE-2,fully_loaded_snr20,4,4,20.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=20 dB.",0.01,1.0,0.9999998211860657,0.9999998211860657,0.0,10.844538688659668,1.8812541762168926,8.389575481414795,10.613381385803223,13.325882053375244,2.711134657263756,2.133317455649376,0.9714058734163663,0.01971894292997004,98.028105707003,0.21814453601837158,0.332713782787323,0.0,1.3115039910189807
fully_loaded_snr20,0,WMMSE-ref-3,fully_loaded_snr20,4,4,20.0,1.0,iid_rayleigh,0.0,0.0,"Pellaco-style N=M=4, P/sigma^2=20 dB.",0.01,1.0,0.9999996423721313,0.9999996423721313,0.0,11.06268322467804,1.8423669060573558,8.72633628845215,10.777499198913574,13.596972274780274,2.7656707391142845,1.977394461631775,0.9537007169149478,0.0,100.0,0.0,0.0,0.0,1.9407399813644588
lightly_loaded_snr10,0,MRT,lightly_loaded_snr10,4,8,10.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.1,0.5,1.0,1.0,0.0,4.684562921524048,0.5289649733612055,4.184714841842651,4.663659572601318,5.188738918304443,1.1711407098919153,0.919423334300518,0.9649462774359363,0.2082238898581229,79.1776110141877,1.2319614887237549,1.6296625137329102,0.0,0.01825363142415881
lightly_loaded_snr10,0,ZF,lightly_loaded_snr10,4,8,10.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.1,0.5,1.0,1.0,0.0,4.608216732740402,1.099816596024404,3.4775384664535522,4.643187522888184,5.744899272918701,1.1520541831851006,1.1520538330078125,0.9999999999998928,0.22112773597942142,77.88722640205786,1.3083077669143677,2.5018279552459717,0.0,0.09042388410307467
lightly_loaded_snr10,0,RZF,lightly_loaded_snr10,4,8,10.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.1,0.5,1.0,1.0,0.0,5.296217858791351,0.7433803202150945,4.640195608139038,5.248886346817017,6.045079326629638,1.3240544721484184,1.1650575622916222,0.9888561705775218,0.10484305461114903,89.5156945388851,0.6203066110610962,1.1289653778076172,0.0,0.06559464964084327
lightly_loaded_snr10,0,WMMSE-1,lightly_loaded_snr10,4,8,10.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.1,0.5,1.0,1.0,0.0,5.762116432189941,0.6178466765430747,5.163929033279419,5.7135844230651855,6.316383123397827,1.4405290996655822,1.0248087160289288,0.9498068738286207,0.026097750529080338,97.39022494709197,0.1544080376625061,0.3441285490989685,0.0,0.7385144999716431
lightly_loaded_snr10,0,WMMSE-2,lightly_loaded_snr10,4,8,10.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.1,0.5,1.0,1.0,0.0,5.866667926311493,0.6025662223552394,5.276080083847046,5.785887241363525,6.505112838745117,1.4666669825091958,0.8856452591717243,0.9138979394710449,0.008426680816847333,99.15733191831526,0.04985654354095459,0.11938450485467911,0.0,1.3155901106074452
lightly_loaded_snr10,0,WMMSE-ref-3,lightly_loaded_snr10,4,8,10.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.1,0.5,1.0,1.0,0.0,5.9165244698524475,0.6016954687252212,5.325805950164795,5.815573215484619,6.632566261291504,1.479131130501628,0.797659195959568,0.8887850060852147,0.0,100.0,0.0,0.0,0.0,1.9848417432513088
lightly_loaded_snr20,0,MRT,lightly_loaded_snr20,4,8,20.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.01,0.5,1.0,1.0,0.0,7.45325630903244,0.9418786179487119,6.398672485351563,7.458397150039673,8.537661933898926,1.8633140735328197,1.5285265445709229,0.9574150061627389,0.5128288681777046,48.71711318222954,7.845795154571533,9.05357837677002,0.0,0.023734261048957705
lightly_loaded_snr20,0,ZF,lightly_loaded_snr20,4,8,20.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.01,0.5,1.0,1.0,0.0,14.763573408126831,1.9623501356739825,12.763553714752197,14.955952644348145,16.685888671875,3.69089338183403,3.6908927857875824,0.9999999999999732,0.035000708754861706,96.49992912451383,0.535477876663208,1.1692050695419312,0.0,0.0902943720575422
lightly_loaded_snr20,0,RZF,lightly_loaded_snr20,4,8,20.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.01,0.5,1.0,1.0,0.25,14.939035177230835,1.821365415303728,13.12051124572754,15.058780193328857,16.74047718048096,3.7347587645053864,3.6976234018802643,0.9999057157474434,0.023531908118939664,97.64680918810603,0.3600161075592041,0.812247633934021,0.0,0.06570375990122557
lightly_loaded_snr20,0,WMMSE-1,lightly_loaded_snr20,4,8,20.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.01,0.5,0.9999999403953552,0.9999999403953552,0.0,15.134305953979492,1.6964608628720246,13.513530158996582,15.186880111694336,16.822881317138673,3.7835764810442924,3.6633656919002533,0.9991733293683771,0.010768336398370848,98.92316636016291,0.16474533081054688,0.38222768902778625,0.0,0.7780848536640406
lightly_loaded_snr20,0,WMMSE-2,lightly_loaded_snr20,4,8,20.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.01,0.5,1.0,1.0,0.0,15.231290817260742,1.6295458686501132,13.75726432800293,15.231437683105469,16.860207176208498,3.8078226670622826,3.6038097739219666,0.9977508596053624,0.004429063362684636,99.55709366373154,0.06776046752929688,0.15159089863300323,0.0,1.5348821179941297
lightly_loaded_snr20,0,WMMSE-ref-3,lightly_loaded_snr20,4,8,20.0,1.0,iid_rayleigh,0.0,0.0,Lightly loaded M>N generalization scenario.,0.01,0.5,1.0,1.0,0.0,15.299051284790039,1.5892192908109741,13.932758903503418,15.261448860168457,16.889091873168944,3.824762761592865,3.5445662140846252,0.9959047286681029,0.0,100.0,0.0,0.0,0.0,2.0427608978934586
pathloss_shift_snr10,0,MRT,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,1.0,1.0,0.0,3.2364456951618195,0.6180245343448507,2.5831930875778197,3.2058252096176147,4.019439744949341,0.8091114275157452,0.48659131675958633,0.90493717577637,0.420297360602022,57.970263939797796,2.3464956283569336,3.614722967147827,0.0,0.021392013877630234
pathloss_shift_snr10,0,ZF,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,1.0,1.0,0.0,1.3342125341296196,0.6485944713178162,0.6043425142765045,1.3317728638648987,2.1136940717697144,0.3335531307384372,0.33355263248085976,0.9999999999956914,0.7610197692640659,23.898023073593414,4.2487287521362305,5.568612575531006,0.0,0.08768125553615391
pathloss_shift_snr10,0,RZF,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,1.0,1.0,0.375,3.910082370042801,0.9185155200757705,2.8658394813537598,4.007399201393127,4.913808536529541,0.9775205971673131,0.3879827409982681,0.8541780920964657,0.2996375384386224,70.03624615613776,1.6728588342666626,2.202176809310913,0.0,0.055772485211491585
pathloss_shift_snr10,0,WMMSE-1,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,1.0,1.0,0.0,5.02871298789978,1.2448127574884236,3.6831093788146974,4.933599233627319,6.52305760383606,1.2571782259619795,0.2017475829925388,0.7482497235241123,0.09927166049040867,90.07283395095914,0.5542282462120056,0.841559886932373,0.0,0.6825651216786355
pathloss_shift_snr10,0,WMMSE-2,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,0.9999999403953552,0.9999999403953552,0.0,5.4043591022491455,1.3378781509092317,3.9382425785064696,5.315717697143555,6.961549377441406,1.3510897941450821,0.09608158265473321,0.693698600771752,0.03198711748851838,96.80128825114816,0.17858213186264038,0.3343677222728729,0.0,1.8836296221707016
pathloss_shift_snr10,0,WMMSE-ref-3,pathloss_shift_snr10,4,4,10.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.1,1.0,1.0,1.0,0.0,5.582941234111786,1.3479465833742483,4.073834180831909,5.577291965484619,7.086624240875244,1.3957353034684274,0.04562384287783061,0.6622832843182676,0.0,100.0,0.0,0.0,0.0,2.1987452637404203
pathloss_shift_snr20,0,MRT,pathloss_shift_snr20,4,4,20.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.01,1.0,1.0,1.0,0.0,4.874593794345856,1.194561457281752,3.889971685409546,4.574466943740845,6.084467792510986,1.2186484541743994,0.9154210612177849,0.9373412598160803,0.5384218185995152,46.157818140048484,5.6861162185668945,8.077306747436523,0.0,0.019757397240027785
pathloss_shift_snr20,0,ZF,pathloss_shift_snr20,4,4,20.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.01,1.0,1.0,1.0,0.0,7.059430360794067,2.337334636693136,4.291990184783936,7.375524520874023,9.745796585083008,1.7648575715720654,1.7648555785417557,0.9999999999977591,0.331538315801717,66.8461684198283,3.501279830932617,4.858654022216797,0.0,0.08368201088160276
pathloss_shift_snr20,0,RZF,pathloss_shift_snr20,4,4,20.0,1.0,pathloss_rayleigh,-5.0,5.0,"Domain-shift test with per-user path loss U(-5,5) dB.",0.01,1.0,1.0,1.0,0.0,8.581087052822113,1.727931522773262,6.49746298789978,8.504589557647705,10.575212097167968,2.145271733403206,1.8473126292228699,0.986889503247848,0.1874517550941383,81.25482449058617,1.9796230792999268,2.832080364227295,0.0,0.059877755120396614
